//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1190	1193	2800	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Seal of Wealth (5 Hours)
1200	1200	500	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Party EXP Scroll (1 Hours)
1200	1201	1000	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Party EXP Scroll (2 Hours)
1200	1202	1500	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Party EXP Scroll (3 Hours)
1200	1203	2500	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Party EXP Scroll (5 Hours)
1210	1210	200	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Pet Rudolf (1 Hours)
1210	1211	400	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Pet Rudolf (2 Hours)
1210	1212	600	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Pet Rudolf (3 Hours)
1210	1213	1000	6723	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Pet Rudolf (5 Hours)
1220	1220	500	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Blood Castle Ticket (1 UN)
1230	1230	500	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Devil Square Ticket (1 UN)
1240	1240	100	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Panda (1 Days)
1240	1241	260	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Panda (3 Days)
1250	1250	500	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Kalima Ticket (1 UN)
1260	1260	300	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Demon (1 Hours)
1260	1261	600	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Demon (2 Hours)
1260	1262	900	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Demon (3 Hours)
1260	1263	1500	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Demon (5 Hours)
1270	1270	300	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Spirit of Guardian (1 Hours)
1270	1271	600	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Spirit of Guardian (2 Hours)
1270	1272	900	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Spirit of Guardian (3 Hours)
1270	1273	1500	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Spirit of Guardian (5 Hours)
1280	1280	20	7308	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Healing (1 Hours)
1280	1281	40	7308	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Healing (2 Hours)
1280	1282	60	7308	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Healing (3 Hours)
1290	1290	20	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Quickness (1 Hours)
1290	1291	40	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Quickness (2 Hours)
1290	1292	60	7240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Quickness (3 Hours)
1300	1300	20	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Defense (1 Hours)
1300	1301	40	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Defense (2 Hours)
1300	1302	60	7241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Defense (3 Hours)
1310	1310	20	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Wrath (1 Hours)
1310	1311	40	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Wrath (2 Hours)
1310	1312	60	7242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Wrath (3 Hours)
1320	1320	20	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Wizardry (1 Hours)
1320	1321	40	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Wizardry (2 Hours)
1320	1322	60	7243	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Wizardry (3 Hours)
1330	1330	20	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Health (1 Hours)
1330	1331	40	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Health (2 Hours)
1330	1332	60	7244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Health (3 Hours)
1340	1340	20	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Mana (1 Hours)
1340	1341	40	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Mana (2 Hours)
1340	1342	60	7245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Mana (3 Hours)
1350	1350	20	7246	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Elixir of Strength (1 Hours)
1350	1351	40	7246	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Elixir of Strength (2 Hours)
1350	1352	60	7246	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Elixir of Strength (3 Hours)
1360	1360	20	7247	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Elixir of Agility (1 Hours)
1360	1361	40	7247	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Elixir of Agility (2 Hours)
1360	1362	60	7247	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Elixir of Agility (3 Hours)
1370	1370	20	7248	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Elixir of Health (1 Hours)
1370	1371	40	7248	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Elixir of Health (2 Hours)
1370	1372	60	7248	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Elixir of Health (3 Hours)
1380	1380	20	7249	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Elixir of Energy (1 Hours)
1380	1381	40	7249	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Elixir of Energy (2 Hours)
1380	1382	60	7249	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Elixir of Energy (3 Hours)
1390	1390	20	7250	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Elixir of Control (1 Hours)
1390	1391	40	7250	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Elixir of Control (2 Hours)
1390	1392	60	7250	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Elixir of Control (3 Hours)
1400	1400	70	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Battle (1 Hours)
1400	1401	140	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Battle (2 Hours)
1400	1402	210	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Battle (3 Hours)
1410	1410	70	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Scroll of Strength (1 Hours)
1410	1411	140	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Scroll of Strength (2 Hours)
1410	1412	210	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Scroll of Strength (3 Hours)
1420	1420	20	7254	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Cherry Blossom Rice Cake (1 Hours)
1420	1421	40	7254	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Cherry Blossom Rice Cake (2 Hours)
1420	1422	60	7254	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Cherry Blossom Rice Cake (3 Hours)
1430	1430	20	7255	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Cherry Blossom Flower Petal (1 Hours)
1430	1431	40	7255	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Cherry Blossom Flower Petal (2 Hours)
1430	1432	60	7255	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Cherry Blossom Flower Petal (3 Hours)
1440	1440	20	7253	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Cherry Blossom Wine (1 Hours)
1440	1441	40	7253	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Cherry Blossom Wine (2 Hours)
1440	1442	60	7253	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Cherry Blossom Wine (3 Hours)
1450	1450	5	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Battle (7 Days)
1460	1460	5	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Scroll of Strength (7 Days)
1470	1470	300	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Talisman of Luck (1 UN)
1480	1480	50	6737	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Talisman of Guardian (1 Hours)
1490	1490	100	6738	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Talisman of Item Protection (1 Hours)
1500	1500	500	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Chaos Assembly (1 UN)
1510	1510	5	7330	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Magic Backpack (1 UN)
1520	1520	5	7331	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Vault Expansion Certificate (1 UN)
1530	1530	1	6407	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Wings of Chaos (1 Hours)
1530	1531	1	6407	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Wings of Chaos (5 Hours)
1530	1532	1	6407	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wings of Chaos (24 Hours)
1540	1540	1	6408	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Wings of Magic (1 Hours)
1540	1541	1	6408	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Wings of Magic (5 Hours)
1540	1542	1	6408	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wings of Magic (24 Hours)
1550	1550	1	6409	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Wings of Life (1 Hours)
1550	1551	1	6409	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Wings of Life (5 Hours)
1550	1552	1	6409	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wings of Life (24 Hours)
1560	1560	1	6406	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Cloak of Death (1 Hours)
1560	1561	1	6406	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Cloak of Death (5 Hours)
1560	1562	1	6406	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Cloak of Death (24 Hours)
1570	1570	1	6411	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Wings of Angel and Devil (1 Hours)
1570	1571	1	6411	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Wings of Angel and Devil (5 Hours)
1570	1572	1	6411	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wings of Angel and Devil (24 Hours)
1580	1580	1	6410	0	0	0	0	0	0	0	0	254	254	254	254	254	0	3600	// Wings of Conqueror (1 Hours)
1580	1581	1	6410	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Wings of Conqueror (5 Hours)
1580	1582	1	6410	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Wings of Conqueror (24 Hours)
1590	1590	100	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Pet Skeleton (1 Days)
1590	1591	260	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Pet Skeleton (3 Days)
1600	1600	100	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Panda Ring (1 Days)
1600	1601	260	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Panda Ring (3 Days)
1610	1610	100	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	// Skeleton Transformation Ring (1 Days)
1610	1611	260	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	// Skeleton Transformation Ring (3 Days)
1640	1640	50	7266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	172800	// Scroll of Strength (2 Days)
1650	1650	50	7265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	172800	// Scroll of Battle (2 Days)
1660	1660	300	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Ascension (7 Days)
1660	1661	600	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	1296000	// Seal of Ascension (15 Days)
1670	1670	3	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Illusion Temple Ticket (7 Days)
1680	1680	500	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	1	0	// Illusion Temple Ticket (1 UN)
1690	1690	10	6898	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Savath (Evolved) (1 UN)
1700	1700	10	6900	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Lycan (Evolved) (1 UN)
1710	1710	10	6902	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Torby (Evolved) (1 UN)
1720	1720	10	6904	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Splinter (Evolved) (1 UN)
1730	1730	350	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Wealth (7 Days)
1730	1731	700	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	1296000	// Seal of Wealth (15 Days)
1740	1740	20	7294	0	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	// 30-Day Pass (30 Days)
1770	1770	10	6869	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Luki (Evolved) (1 UN)
1780	1780	10	6871	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tony (Evolved) (1 UN)
1790	1790	10	6873	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Nymph (Evolved) (1 UN)
1800	1800	10	6875	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Safi (Evolved) (1 UN)
1810	1810	10	6880	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// William (Evolved) (1 UN)
1820	1820	10	6882	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Paul (Evolved) (1 UN)
1830	1830	10	6884	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chiron (Evolved) (1 UN)
1840	1840	10	6886	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Wooparoo (Evolved) (1 UN)
1850	1850	10	6888	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Tibetton (Evolved) (1 UN)
1860	1860	10	6890	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Witch (Evolved) (1 UN)
1870	1870	10	6892	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Skull (Evolved) (1 UN)
1880	1880	10	6894	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Pumpy (Evolved) (1 UN)
1890	1890	400	7280	10	1	1	0	1	0	0	0	255	255	255	255	255	255	0	// Silver Key (1 UN)
1910	1910	500	7281	10	1	1	0	1	0	0	0	255	255	255	255	255	255	0	// Gold Key (1 UN)
1990	1990	350	6412	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Wings of Elysium (7 Days)
1990	1991	750	6412	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Wings of Elysium (15 Days)
1990	1992	1100	6412	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Wings of Elysium (30 Days)
2060	2060	500	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Pet Panda (1 Hours)
2060	2061	1000	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Pet Panda (2 Hours)
2060	2062	1500	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Pet Panda (3 Hours)
2060	2063	2500	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Pet Panda (5 Hours)
2070	2070	500	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Panda Ring (1 Hours)
2070	2071	1000	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Panda Ring (2 Hours)
2070	2072	1500	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Panda Ring (3 Hours)
2070	2073	2500	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Panda Ring (5 Hours)
2080	2080	500	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Skeleton Transformation Ring (1 Hours)
2080	2081	1000	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Skeleton Transformation Ring (2 Hours)
2080	2082	1500	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Skeleton Transformation Ring (3 Hours)
2080	2083	2500	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Skeleton Transformation Ring (5 Hours)
2090	2090	350	6413	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Wings of Flame God (7 Days)
2090	2091	700	6413	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Wings of Flame God (15 Days)
2090	2092	1100	6413	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Wings of Flame God (30 Days)
2100	2100	350	6414	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Wing of Celestial Body (7 Days)
2100	2101	700	6414	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Wing of Celestial Body (15 Days)
2100	2102	1100	6414	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Wing of Celestial Body (30 Days)
2110	2110	350	6415	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Wings of Annihilation (7 Days)
2110	2111	750	6415	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Wings of Annihilation (15 Days)
2110	2112	1100	6415	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Wings of Annihilation (30 Days)
2120	2120	350	6416	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Cloak of Dominator (7 Days)
2120	2121	750	6416	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Cloak of Dominator (15 Days)
2120	2122	1100	6416	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Cloak of Dominator (30 Days)
2130	2130	350	6417	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Wings of Other World (7 Days)
2130	2131	750	6417	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Wings of Other World (15 Days)
2130	2132	1100	6417	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Wings of Other World (30 Days)
2140	2140	350	6418	15	1	1	7	1	0	0	0	255	255	255	255	255	0	604800	// Cloak of Judgment (7 Days)
2140	2141	750	6418	15	1	1	7	1	0	0	0	255	255	255	255	255	0	1296000	// Cloak of Judgment (15 Days)
2140	2142	1100	6418	15	1	1	7	1	0	0	0	255	255	255	255	255	0	2592000	// Cloak of Judgment (30 Days)
2160	2160	400	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	3600	// Seal of Divinity (1 Hours)
2160	2161	800	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	7200	// Seal of Divinity (2 Hours)
2160	2162	1200	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	10800	// Seal of Divinity (3 Hours)
2160	2163	2000	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	18000	// Seal of Divinity (5 Hours)
2170	2170	3	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Blood Castle Ticket (7 Days)
2180	2180	3	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Devil Square Ticket (7 Days)
2190	2190	3	6704	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Kalima Ticket (7 Days)
end
