 //Index   Level   Grade   Option0   Option1   Option2   Option3   Option4   Option5   Option6   Duration   MapNumber   MonsterClass   MonsterLevelMin   MonsterLevelMax   DropRate_AL0	DropRate_AL1	DropRate_AL2	DropRate_AL3   //Comment
6706      1       0       *         *         *         *         *         *         *         0          *           *              46                57                0             0               0                0       //Illusion Sorcerer Covenant 1
6706      2       0       *         *         *         *         *         *         *         0          *           *              58                68                0             0               0                0       //Illusion Sorcerer Covenant 2
6706      3       0       *         *         *         *         *         *         *         0          *           *              69                76                0             0               0                0       //Illusion Sorcerer Covenant 3
6706      4       0       *         *         *         *         *         *         *         0          *           *              77                84                0             0               0                0       //Illusion Sorcerer Covenant 4
6706      5       0       *         *         *         *         *         *         *         0          *           *              85                101               0             0               0                0       //Illusion Sorcerer Covenant 5
6706      6       0       *         *         *         *         *         *         *         0          *           *              102               150               0             0               0                0       //Illusion Sorcerer Covenant 6
7185      1       0       *         *         *         *         *         *         *         0          *           *              1                 32                1000          1000            1000             1000    //Devil's Eye 1
7185      2       0       *         *         *         *         *         *         *         0          *           *              33                45                1000          1000            1000             1000    //Devil's Eye 2
7185      3       0       *         *         *         *         *         *         *         0          *           *              46                57                1000          1000            1000             1000    //Devil's Eye 3
7185      4       0       *         *         *         *         *         *         *         0          *           *              58                68                1000          1000            1000             1000    //Devil's Eye 4
7185      5       0       *         *         *         *         *         *         *         0          *           *              69                76                1000          1000            1000             1000    //Devil's Eye 5
7185      6       0       *         *         *         *         *         *         *         0          *           *              77                84                1000          1000            1000             1000    //Devil's Eye 6
7185      7       0       *         *         *         *         *         *         *         0          *           *              85                150               1000          1000            1000             1000    //Devil's Eye 7
7186      1       0       *         *         *         *         *         *         *         0          *           *              1                 32                1000          1000            1000             1000    //Devil's Key 1
7186      2       0       *         *         *         *         *         *         *         0          *           *              33                45                1000          1000            1000             1000    //Devil's Key 2
7186      3       0       *         *         *         *         *         *         *         0          *           *              46                57                1000          1000            1000             1000    //Devil's Key 3
7186      4       0       *         *         *         *         *         *         *         0          *           *              58                68                1000          1000            1000             1000    //Devil's Key 4
7186      5       0       *         *         *         *         *         *         *         0          *           *              69                76                1000          1000            1000             1000    //Devil's Key 5
7186      6       0       *         *         *         *         *         *         *         0          *           *              77                84                1000          1000            1000             1000    //Devil's Key 6
7186      7       0       *         *         *         *         *         *         *         0          *           *              85                150               0             0               0                0    //Devil's Key 7
7189      3       0       *         *         *         *         *         *         *         0          *           *              25                150               2000          2000            2000             2000    //Sign of the Lord
7197      1       0       *         *         *         *         *         *         *         0          *           *              25                46                1000          1000            1000             1000    //Symbol of Kundun 1
7197      2       0       *         *         *         *         *         *         *         0          *           *              47                65                1000          1000            1000             1000    //Symbol of Kundun 2
7197      3       0       *         *         *         *         *         *         *         0          *           *              66                77                1000          1000            1000             1000    //Symbol of Kundun 3
7197      4       0       *         *         *         *         *         *         *         0          *           *              78                83                1000          1000            1000             1000    //Symbol of Kundun 4
7197      5       0       *         *         *         *         *         *         *         0          *           *              84                91                1000          1000            1000             1000    //Symbol of Kundun 5
7197      6       0       *         *         *         *         *         *         *         0          *           *              92                113               1000          1000            1000             1000    //Symbol of Kundun 6
7197      7       0       *         *         *         *         *         *         *         0          *           *              114               150               1000          1000            1000             1000    //Symbol of Kundun 7  
7258      0       0       *         *         *         *         *         *         *         0          *           *              80                150               1000          1000            1000             1000    //Golden Cherry Blossom Branch
7268      0       0       *         *         *         *         *         *         *         0          *           *              25                150               0             0               0                0    //Lucky Coin
7269      0       0       *         *         *         *         *         *         *         0          *           *              32                *                 0             0               0                0       //Suspicious Scrap of Paper(CRIAR GAION ORDER)
7278      0       0       *         *         *         *         *         *         *         0          *           *              60                150               0             0               0                0       //Sign of Dimensions

// DROP bloodangel
//=================================================================================================================================================================================================================================
3682      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //bk
3683      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //wiz
3684      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //ae
3685      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //sum
3687      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //dl
3688      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //rf

4194      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //bk
4195      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //wiz
4196      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //ae
4197      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //sum
4198      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //mg
4199      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //dl
450      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //rf

4706      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //bk
4707      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //wiz
4708      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //ae
4709      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //sum
4710      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //mg
4711      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //dl
4712      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //rf

5218      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //bk
5219      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //wiz
525      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //ae
5221      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //sum
5222      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //mg
5223      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //dl

5730      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //bk
5731      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //wiz
5732      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //ae
5733      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //sum
5734      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //mg
5735      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //dl
5736      0       0       1         1         1         1         1         1         1         0          94           *              *                 160               5             5               5               5        //rf

// DROP darkangel nars
//=================================================================================================================================================================================================================================
3722      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //bk
3723      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //wiz
3724      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //ae
3725      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //sum
3726      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //dl
3727      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf
3728      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf

4234      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //bk
4235      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //wiz
4236      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //ae
4237      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //sum
4238      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //dl
4239      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf

4746      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //bk
4748      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //wiz
4749      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //ae
4750      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //sum
4751      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //dl
4752      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf

5258      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //bk
5259      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //wiz
5260      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //ae
5261      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //sum
5262      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //dl
5263      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf
5264      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf

5770      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //bk
5771      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //wiz
5772      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //ae
5773      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //sum
5774      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //dl
5775      0       0       1         1         1         1         1         1         1         0          86           *              *                 160               100             100               100               100        //rf

7179      5       0       *         *         *         *         *         *         *         0          85          *              1                 *                 5000           5000             5000             5000        //silver medal 
7179      6       0       *         *         *         *         *         *         *         0          85          *              1                 *                 5000           5000             5000             5000        //gold medal 

//FEREA
//=================================================================================================================================================================================================================================
7575      0       0       *         *         *         *         *         *         *         0          85          *              1                 *                 100           100             100             100        //golden sentence


//dropcrywolf
//=================================================================================================================================================================================================================================
7208      0       0       *         *         *         *         *         *         *         0          34           *              1                 *               15000             15000               15000               15000        //LCP
7208      0       0       *         *         *         *         *         *         *         0          34           *              1                 *               15000             15000               15000               15000        //LCP
6688      0       0       *         *         *         *         *         *         *         0          34           *              1                 *               1500             1500               1500               1500        //splinter
6689      0       0       *         *         *         *         *         *         *         0          34           *              1                 *               1500             1500               1500               1500        //bog
6690      0       0       *         *         *         *         *         *         *         0          34           *              1                 *               1500             1500               1500               1500        //claw

7208      0       0       *         *         *         *         *         *         *         0          38           *              1                 *               15000             15000               15000               15000        //LCP
7208      0       0       *         *         *         *         *         *         *         0          41           *              1                 *               15000             15000               15000               15000        //LCP
