//=========================================================================================================================================
// NHServers www.nhservers.com.br
//=========================================================================================================================================
//Index   AllowDrop   AllowSell   AllowTrade   AllowVault   AllowStore	AllowGuildVault   Comment
6695      1           1           0            1            1		1		  //Eilte Transfer Skeleton Ring
6710      0           1           1            1            1		1		  //Reset Fruit Strength
6711      0           1           1            1            1		1		  //Reset Fruit Quickness
6712      0           1           1            1            1		1		  //Reset Fruit Health
6713      0           1           1            1            1		1		  //Reset Fruit Energy
6714      0           1           1            1            1		1		  //Reset Fruit Control
6720      0           1           1            1            1		1		  //Demon
6721      0           1           1            1            1		1		  //Spirit of Guardian
6723      0           1           1            1            1		1		  //Pet Rudolf
6736      0           1           1            1            1		1		  //Pet Panda
7181      0           1           1            1            1		1		  //Jewel of Bless
7182      0           1           1            1            1		1		  //Jewel of Soul
7184      0           1           1            1            1		1		  //Jewel of Life
7190      0           1           1            1            1		1		  //Jewel of Creation
7209      0           1           1            1            1		1		  //Gemstone
7210      0           1           1            1            1		1		  //Jewel of Harmony
7211      0           1           1            1            1		1		  //Lower refining stone
7212      0           1           1            1            1		1		  //Higher refining stone
7221      0           1           1            1            1		1		  //Talisman of Luck
7232      1           0           0            0            1		1		  //Cursed Castle Water
7264      0           1           1            1            1		1		  //Talisman of Chaos Assembly
7357      0           1           1            1            1		1		  //Elemental Talisman of Luck
7358      0           1           1            1            1		1		  //Elemental Talisman of Chaos Assembly
6854      0           1           1            1            1           1                 // Evolution Stone
6856      0           1           1            1            1           1                 // Ghost Horse
6857      0           1           1            1            1           1                 // Dragon Knight
6858      0           1           1            1            1           1                 // Dark Wizard
6859      0           1           1            1            1           1                 // Fairy Elf	
6860      0           1           1            1            1           1                 // Pet Luki (Lv1)	
6861      0           1           1            1            1           1                 // Pet Luki (Lv2)		
6862      0           1           1            1            1           1                 // Pet William (Lv1)		
6863      0           1           1            1            1           1                 // Pet William (Lv2)		
6864      0           1           1            1            1           1                 // Pet Tibetton (Lv1)		
6865      0           1           1            1            1           1                 // Pet Tibetton (Lv2)		
6866      0           1           1            1            1           1                 // Pet Wooparoo (Lv1)		
6867      0           1           1            1            1           1                 // Pet Wooparoo (Lv2)	
6868      0           1           1            1            1           1                 // Pet Chiron (Lv1)	
6869      0           1           1            1            1           1                 // Pet Chiron (Lv2)	
6870      0           1           1            1            1           1                 // Pet Desmodus (Lv1)	
6871      0           1           1            1            1           1                 // Pet desmodus (Lv2)	
6872      0           1           1            1            1           1                 // Mount Tibetton (Lv1)	
6873      0           1           1            1            1           1                 // Mount Tibetton (Lv2)
6874      0           1           1            1            1           1                 // Rune Wizard
6875      0           1           1            1            1           1                 // Gaion Kharein
6876      0           1           1            1            1           1                 // Prince
6877      0           1           1            1            1           1                 // King Rex Milion
6878      0           1           1            1            1           1                 // Loggle
6879      0           1           1            1            1           1                 // Loggle (Lv2)
6880      0           1           1            1            1           1                 // Repen
6881      0           1           1            1            1           1                 // Repen (Lv2)
6882      0           1           1            1            1           1                 // Mount Repen
6883      0           1           1            1            1           1                 // Mount Repen (Lv2)
6884      0           1           1            1            1           1                 // Balrog
6885      0           1           1            1            1           1                 // Balrog (Lv2)
6886      0           1           1            1            1           1                 // Phoenix of Darkness
6887      0           1           1            1            1           1                 // Phoenix of Darkness (Lv2)
6888      0           1           1            1            1           1                 // Kundun
6889      0           1           1            1            1           1                 // Kundun (Lv2)
6890      0           1           1            1            1           1                 // Nightmare
6891      0           1           1            1            1           1                 // Nightmare (Lv2)
6892      0           1           1            1            1           1                 // HellMaine
6893      0           1           1            1            1           1                 // HellMaine (Lv2)
6894      0           1           1            1            1           1                 // Selupan
6895      0           1           1            1            1           1                 // Selupan (Lv2)
6896      0           1           1            1            1           1                 // Medusa
6897      0           1           1            1            1           1                 // Medusa (Lv2)
6898      0           1           1            1            1           1                 // Lord Silvester
6899      0           1           1            1            1           1                 // Lord Silvester (Lv2)
6900      0           1           1            1            1           1                 // Nix
6901      0           1           1            1            1           1                 // Nix (Lv2)
6902      0           1           1            1            1           1                 // Ice Dragon
6903      0           1           1            1            1           1                 // Ice Dragon Rare
6814      0           1           0            0            0           0                 // Decoration Ring
6815      0           1           0            0            0           0                 // Blessed Decoration Ring
6904      0           1           1            1            1           1                 // Great Wizard Etramu
6905      0           1           1            1            1           1                 // Skull
6906      0           1           1            1            1           1                 // Skull (Evolved)
6907      0           1           1            1            1           1                 // Witch
6908      0           1           1            1            1           1                 // Witch (Evolved)
6909      0           1           1            1            1           1                 // Pumpkin
6910      0           1           1            1            1           1                 // Pumpkin (Evolved)
6911      0           1           1            1            1           1                 // Pumpkin Girl
6912      0           1           1            1            1           1                 // Pumpkin Girl (Evolved)
6913      0           1           1            1            1           1                 // Ghost
6914      0           1           1            1            1           1                 // Ghost (Evolved)
6915      0           1           1            1            1           1                 // Mummified Boy
6916      0           1           1            1            1           1                 // Mummified Boy (Evolved)	
6917      0           1           1            1            1           1                 // Polar Bear
6918      0           1           1            1            1           1                 // Polar Bear (Evolved)
6919      0           1           1            1            1           1                 // Present
6920      0           1           1            1            1           1                 // Present (Evolved)
6921      0           1           1            1            1           1                 // Rockinghorse
6922      0           1           1            1            1           1                 // Rockinghorse (Evolved)
6923      0           1           1            1            1           1                 // Gigantes
6924      0           1           1            1            1           1                 // Gigantes (Evolved)
6925      0           1           1            1            1           1                 // Christmas Tree
6926      0           1           1            1            1           1                 // Christmas Tree (Evolved)
6927      0           1           1            1            1           1                 // Snowman
6928      0           1           1            1            1           1                 // Snowman (Evolved)
6929      0           1           1            1            1           1                 // Snow Fairy
6930      0           1           1            1            1           1                 // Snow Fairy (Evolved)	

7318      1           1           1            1            1           1                 // rare 12	
7321      0           1           0            1            0           0                 // stardust
7322      1           1           1            1            1           1                 // kalt
7323      0           0           0            0            0           0                 // tantalos
7324      0           0           0            0            0           0                 // club

7189      0           1           0            1            0           0                 // rena
	
end
